"type","name","age","year","timingstart","timingend","value","unit","family"
"agecomp","survey1",8,23,0,0,70446.8061468607,"numbers","imultinom(size=200)"
"agecomp","survey1",9,23,0,0,31952.2540819005,"numbers","imultinom(size=200)"
"agecomp","survey1",10,23,0,0,26763.6557772089,"numbers","imultinom(size=200)"
"agecomp","survey1",11,23,0,0,14580.8479342565,"numbers","imultinom(size=200)"
"agecomp","survey1",12,23,0,0,45295.7186626383,"numbers","imultinom(size=200)"
"agecomp","survey1",1,24,0,0,129247.669896751,"numbers","imultinom(size=200)"
"agecomp","survey1",2,24,0,0,341934.784026399,"numbers","imultinom(size=200)"
"agecomp","survey1",3,24,0,0,502668.369704405,"numbers","imultinom(size=200)"
"agecomp","survey1",4,24,0,0,372276.58514392,"numbers","imultinom(size=200)"
"agecomp","survey1",5,24,0,0,98899.2497592386,"numbers","imultinom(size=200)"
"agecomp","survey1",6,24,0,0,88458.0447989417,"numbers","imultinom(size=200)"
"agecomp","survey1",7,24,0,0,41666.6218894932,"numbers","imultinom(size=200)"
"agecomp","survey1",8,24,0,0,57109.3666038436,"numbers","imultinom(size=200)"
"agecomp","survey1",9,24,0,0,37993.5526718873,"numbers","imultinom(size=200)"
"agecomp","survey1",10,24,0,0,17221.285220182,"numbers","imultinom(size=200)"
"agecomp","survey1",11,24,0,0,14421.3117529105,"numbers","imultinom(size=200)"
"agecomp","survey1",12,24,0,0,32260.1928562326,"numbers","imultinom(size=200)"
"agecomp","survey1",1,25,0,0,245496.264766225,"numbers","imultinom(size=200)"
"agecomp","survey1",2,25,0,0,262106.717310645,"numbers","imultinom(size=200)"
"agecomp","survey1",3,25,0,0,306872.936103636,"numbers","imultinom(size=200)"
"agecomp","survey1",4,25,0,0,333305.742315876,"numbers","imultinom(size=200)"
"agecomp","survey1",5,25,0,0,226089.459649843,"numbers","imultinom(size=200)"
"agecomp","survey1",6,25,0,0,58297.8178123859,"numbers","imultinom(size=200)"
"agecomp","survey1",7,25,0,0,51579.9019890329,"numbers","imultinom(size=200)"
"agecomp","survey1",8,25,0,0,24198.9076054229,"numbers","imultinom(size=200)"
"agecomp","survey1",9,25,0,0,33118.8878897982,"numbers","imultinom(size=200)"
"agecomp","survey1",10,25,0,0,22021.3079832481,"numbers","imultinom(size=200)"
"agecomp","survey1",11,25,0,0,9979.57916187825,"numbers","imultinom(size=200)"
"agecomp","survey1",12,25,0,0,27049.0228970609,"numbers","imultinom(size=200)"
"agecomp","survey1",1,26,0,0,118810.330678035,"numbers","imultinom(size=200)"
"agecomp","survey1",2,26,0,0,498124.703710758,"numbers","imultinom(size=200)"
"agecomp","survey1",3,26,0,0,235469.950089696,"numbers","imultinom(size=200)"
"agecomp","survey1",4,26,0,0,203782.146488063,"numbers","imultinom(size=200)"
"agecomp","survey1",5,26,0,0,202785.116028502,"numbers","imultinom(size=200)"
"agecomp","survey1",6,26,0,0,133530.894611955,"numbers","imultinom(size=200)"
"agecomp","survey1",7,26,0,0,34061.4900961524,"numbers","imultinom(size=200)"
"agecomp","survey1",8,26,0,0,30016.9204534484,"numbers","imultinom(size=200)"
"agecomp","survey1",9,26,0,0,14061.9660758808,"numbers","imultinom(size=200)"
"agecomp","survey1",10,26,0,0,19235.0010454693,"numbers","imultinom(size=200)"
"agecomp","survey1",11,26,0,0,12787.1438604201,"numbers","imultinom(size=200)"
"agecomp","survey1",12,26,0,0,21499.4624256244,"numbers","imultinom(size=200)"
"agecomp","survey1",1,27,0,0,162588.337703167,"numbers","imultinom(size=200)"
"agecomp","survey1",2,27,0,0,242993.502764388,"numbers","imultinom(size=200)"
"agecomp","survey1",3,27,0,0,454155.285091049,"numbers","imultinom(size=200)"
"agecomp","survey1",4,27,0,0,159776.783382552,"numbers","imultinom(size=200)"
"agecomp","survey1",5,27,0,0,127247.536689562,"numbers","imultinom(size=200)"
"agecomp","survey1",6,27,0,0,123182.076645171,"numbers","imultinom(size=200)"
"agecomp","survey1",7,27,0,0,80312.0036399972,"numbers","imultinom(size=200)"
"agecomp","survey1",8,27,0,0,20411.8035497556,"numbers","imultinom(size=200)"
"agecomp","survey1",9,27,0,0,17963.9827021385,"numbers","imultinom(size=200)"
"agecomp","survey1",10,27,0,0,8411.40880094971,"numbers","imultinom(size=200)"
"agecomp","survey1",11,27,0,0,11503.6658802326,"numbers","imultinom(size=200)"
"agecomp","survey1",12,27,0,0,20503.7329996489,"numbers","imultinom(size=200)"
"agecomp","survey1",1,28,0,0,240312.01762319,"numbers","imultinom(size=200)"
"agecomp","survey1",2,28,0,0,333079.199322483,"numbers","imultinom(size=200)"
"agecomp","survey1",3,28,0,0,222226.165514969,"numbers","imultinom(size=200)"
"agecomp","survey1",4,28,0,0,309551.824674086,"numbers","imultinom(size=200)"
"agecomp","survey1",5,28,0,0,100310.711961578,"numbers","imultinom(size=200)"
"agecomp","survey1",6,28,0,0,77750.4216238504,"numbers","imultinom(size=200)"
"agecomp","survey1",7,28,0,0,74536.1069969364,"numbers","imultinom(size=200)"
"agecomp","survey1",8,28,0,0,48422.6793052669,"numbers","imultinom(size=200)"
"agecomp","survey1",9,28,0,0,12290.7887371173,"numbers","imultinom(size=200)"
"agecomp","survey1",10,28,0,0,10811.6348597624,"numbers","imultinom(size=200)"
"agecomp","survey1",11,28,0,0,5061.51314258547,"numbers","imultinom(size=200)"
"agecomp","survey1",12,28,0,0,19258.6995336725,"numbers","imultinom(size=200)"
"agecomp","survey1",1,29,0,0,279540.452126218,"numbers","imultinom(size=200)"
"agecomp","survey1",2,29,0,0,476193.344846637,"numbers","imultinom(size=200)"
"agecomp","survey1",3,29,0,0,286340.592362878,"numbers","imultinom(size=200)"
"agecomp","survey1",4,29,0,0,138370.729170932,"numbers","imultinom(size=200)"
"agecomp","survey1",5,29,0,0,174277.596488727,"numbers","imultinom(size=200)"
"agecomp","survey1",6,29,0,0,54477.6841628785,"numbers","imultinom(size=200)"
"agecomp","survey1",7,29,0,0,41663.7246815937,"numbers","imultinom(size=200)"
"agecomp","survey1",8,29,0,0,39743.345418964,"numbers","imultinom(size=200)"
"agecomp","survey1",9,29,0,0,25772.0993169402,"numbers","imultinom(size=200)"
"agecomp","survey1",10,29,0,0,6537.13115344165,"numbers","imultinom(size=200)"
"agecomp","survey1",11,29,0,0,5748.97961134462,"numbers","imultinom(size=200)"
"agecomp","survey1",12,29,0,0,12930.5032636694,"numbers","imultinom(size=200)"
"agecomp","survey1",1,30,0,0,172220.227342342,"numbers","imultinom(size=200)"
"agecomp","survey1",2,30,0,0,569595.190397257,"numbers","imultinom(size=200)"
"agecomp","survey1",3,30,0,0,431161.549582196,"numbers","imultinom(size=200)"
"agecomp","survey1",4,30,0,0,192336.065869791,"numbers","imultinom(size=200)"
"agecomp","survey1",5,30,0,0,85354.3787307653,"numbers","imultinom(size=200)"
"agecomp","survey1",6,30,0,0,104476.663137472,"numbers","imultinom(size=200)"
"agecomp","survey1",7,30,0,0,32322.6100610941,"numbers","imultinom(size=200)"
"agecomp","survey1",8,30,0,0,24626.1735483233,"numbers","imultinom(size=200)"
"agecomp","survey1",9,30,0,0,23458.3044969523,"numbers","imultinom(size=200)"
"agecomp","survey1",10,30,0,0,15204.0327240812,"numbers","imultinom(size=200)"
"agecomp","survey1",11,30,0,0,3855.79630445633,"numbers","imultinom(size=200)"
"agecomp","survey1",12,30,0,0,11016.7585500209,"numbers","imultinom(size=200)"
